OTU	Size	Taxonomy
Otu2233	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__Cryptosporiopsis(100);s__Cryptosporiopsis_sp(100);Cryptosporiopsis(100);
Otu2234	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2235	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Pseudogymnoascus(100);g__Pseudogymnoascus_unclassified(100);g__Pseudogymnoascus_unclassified(100);
Otu2236	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2237	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Geomyces(100);s__Geomyces_sp(100);Geomyces(100);
Otu2238	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2239	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2240	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu2241	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Collophora(100);s__Collophora_sp(100);Collophora(100);
Otu2242	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2243	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Thermomyces(100);s__Thermomyces_lanuginosus(100);Thermomyces_lanuginosus(100);
Otu2244	1	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);
Otu2245	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);g__Pycnopeziza(100);s__Pycnopeziza_sympodialis(100);Pycnopeziza_sympodialis(100);
Otu2246	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu2247	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Reticulascaceae(100);g__unclassified_Reticulascaceae(100);s__Reticulascaceae_sp(100);Reticulascaceae(100);
Otu2248	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(100);g__Coleophoma(100);g__Coleophoma_unclassified(100);g__Coleophoma_unclassified(100);
Otu2249	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2250	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiaceae(100);g__unclassified_Myriangiaceae(100);s__Myriangiaceae_sp(100);Myriangiaceae(100);
Otu2251	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Chrysosporium(100);s__Chrysosporium_undulatum(100);Chrysosporium_undulatum(100);
Otu2252	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Arthrodermataceae(100);g__Arthroderma(100);s__Arthroderma_insingulare(100);Arthroderma_insingulare(100);
Otu2253	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Arthrodermataceae(100);g__Arthroderma(100);g__Arthroderma_unclassified(100);g__Arthroderma_unclassified(100);
Otu2254	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariomycetes_ord_Incertae_sedis(100);f__Sordariomycetes_fam_Incertae_sedis(100);g__Lentomitella(100);s__Lentomitella_tenuirostris(100);Lentomitella_tenuirostris(100);
Otu2255	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Diatrypaceae(100);g__Diatrype(100);s__Diatrype_stigma(100);Diatrype_stigma(100);
Otu2256	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2257	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_sp(100);Oidiodendron(100);
Otu2258	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);g__Oidiodendron_unclassified(100);g__Oidiodendron_unclassified(100);
Otu2259	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2260	1	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Hymenochaetaceae(100);g__Phellinus(100);s__Phellinus_igniarius(100);Phellinus_igniarius(100);
Otu2261	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Pseudogymnoascus(100);g__Pseudogymnoascus_unclassified(100);g__Pseudogymnoascus_unclassified(100);
Otu2262	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Lulworthiales(100);f__Lulworthiaceae(100);g__Zalerion(100);s__Zalerion_sp(100);Zalerion(100);
Otu2263	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Coryneliales(100);f__unclassified_Coryneliales(100);g__unclassified_Coryneliales(100);s__Coryneliales_sp(100);Coryneliales(100);
Otu2264	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__Scleropezicula(100);s__Scleropezicula_sp(100);Scleropezicula(100);
Otu2265	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu2266	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2267	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Mytilinidiales(100);f__Mytilinidiaceae(100);g__Mytilinidion(100);g__Mytilinidion_unclassified(100);g__Mytilinidion_unclassified(100);
Otu2268	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Venturiaceae(100);g__Venturia(100);s__Venturia_pyrina(100);Venturia_pyrina(100);
Otu2269	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);
Otu2270	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);
Otu2271	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);o__Venturiales_unclassified(100);o__Venturiales_unclassified(100);o__Venturiales_unclassified(100);o__Venturiales_unclassified(100);
Otu2272	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Rutstroemiaceae(100);g__Rutstroemia(100);s__Rutstroemia_bolaris(100);Rutstroemia_bolaris(100);
Otu2273	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu2274	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Sympoventuriaceae(100);g__Fusicladium(100);s__Fusicladium_fagi(100);Fusicladium_fagi(100);
Otu2275	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Venturiaceae(100);g__Venturia(100);s__Venturia_hystrioides(100);Venturia_hystrioides(100);
Otu2276	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2277	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Pseudogymnoascus(100);g__Pseudogymnoascus_unclassified(100);g__Pseudogymnoascus_unclassified(100);
Otu2278	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Pseudogymnoascus(100);g__Pseudogymnoascus_unclassified(100);g__Pseudogymnoascus_unclassified(100);
Otu2279	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2280	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Elaphomycetaceae(100);g__unclassified_Elaphomycetaceae(100);s__Elaphomycetaceae_sp(100);Elaphomycetaceae(100);
Otu2281	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Scopulariopsis(100);s__Scopulariopsis_candida(100);Scopulariopsis_candida(100);
Otu2282	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);g__Sclerotinia(100);g__Sclerotinia_unclassified(100);g__Sclerotinia_unclassified(100);
Otu2283	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);g__Sclerotinia(100);g__Sclerotinia_unclassified(100);g__Sclerotinia_unclassified(100);
Otu2284	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2285	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2286	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);g__Oidiodendron_unclassified(100);g__Oidiodendron_unclassified(100);
Otu2287	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Chrysosporium(100);s__Chrysosporium_sp(100);Chrysosporium(100);
Otu2288	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__unclassified_Onygenales(100);g__unclassified_Onygenales(100);s__Onygenales_sp(100);Onygenales(100);
Otu2289	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Microascus(100);g__Microascus_unclassified(100);g__Microascus_unclassified(100);
Otu2290	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Chrysosporium(100);s__Chrysosporium_lobatum(100);Chrysosporium_lobatum(100);
Otu2291	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu2292	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Myrmecridiales(100);f__Myrmecridiaceae(100);g__Myrmecridium(100);s__Myrmecridium_sp(100);Myrmecridium(100);
Otu2293	1	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Debaryomycetaceae(100);g__Hyphopichia(100);g__Hyphopichia_unclassified(100);g__Hyphopichia_unclassified(100);
Otu2294	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);g__Cytospora(100);s__Cytospora_cincta(100);Cytospora_cincta(100);
Otu2295	1	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Pichiaceae(100);g__Nakazawaea(100);s__Nakazawaea_wyomingensis(100);Nakazawaea_wyomingensis(100);
Otu2296	1	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Phaffomycetaceae(100);g__Cyberlindnera(100);g__Cyberlindnera_unclassified(100);g__Cyberlindnera_unclassified(100);
Otu2297	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);g__Oidiodendron_unclassified(100);g__Oidiodendron_unclassified(100);
Otu2298	1	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Debaryomycetaceae(100);g__Babjeviella(100);s__Babjeviella_inositovora(100);Babjeviella_inositovora(100);
Otu2299	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Myxotrichum(100);s__Myxotrichum_sp(100);Myxotrichum(100);
Otu2300	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2301	1	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);
Otu2302	1	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Saccharomycetaceae(100);g__unclassified_Saccharomycetaceae(100);s__Saccharomycetaceae_sp(100);Saccharomycetaceae(100);
Otu2303	1	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Trichomonascaceae(100);g__Blastobotrys(100);g__Blastobotrys_unclassified(100);g__Blastobotrys_unclassified(100);
Otu2304	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);s__Penicillium_catenatum(100);Penicillium_catenatum(100);
Otu2305	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);g__Valsa(100);s__Valsa_pini(100);Valsa_pini(100);
Otu2306	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Arachnomycetaceae(100);f__Arachnomycetaceae_unclassified(100);f__Arachnomycetaceae_unclassified(100);f__Arachnomycetaceae_unclassified(100);
Otu2307	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Crocicreas(100);s__Crocicreas_gramineum(100);Crocicreas_gramineum(100);
Otu2308	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu2309	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Arachnomycetaceae(100);f__Arachnomycetaceae_unclassified(100);f__Arachnomycetaceae_unclassified(100);f__Arachnomycetaceae_unclassified(100);
Otu2310	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);g__Fimetariella(100);s__Fimetariella_sp(100);Fimetariella(100);
Otu2311	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Coniochaetales(100);f__Coniochaetaceae(100);g__Coniochaeta(100);s__Coniochaeta_ligniaria(100);Coniochaeta_ligniaria(100);
Otu2312	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);g__Penicillium_unclassified(100);g__Penicillium_unclassified(100);
Otu2313	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Claviceps(100);g__Claviceps_unclassified(100);g__Claviceps_unclassified(100);
Otu2314	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);s__Penicillium_glaucoalbidum(100);Penicillium_glaucoalbidum(100);
Otu2315	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);s__Penicillium_roqueforti(100);Penicillium_roqueforti(100);
Otu2316	1	k__Fungi(100);p__Ascomycota(100);c__Pezizomycotina_cls_Incertae_sedis(100);o__Pezizomycotina_ord_Incertae_sedis(100);f__Pezizomycotina_fam_Incertae_sedis(100);g__Arcuadendron(100);s__Arcuadendron_triangulare(100);Arcuadendron_triangulare(100);
Otu2317	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Diatrypaceae(100);g__Diatrypella(100);s__Diatrypella_pulvinata(100);Diatrypella_pulvinata(100);
Otu2318	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Talaromyces(100);g__Talaromyces_unclassified(100);g__Talaromyces_unclassified(100);
Otu2319	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Talaromyces(100);s__Talaromyces_proteolyticus(100);Talaromyces_proteolyticus(100);
Otu2320	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Diatrypaceae(100);g__Eutypa(100);g__Eutypa_unclassified(100);g__Eutypa_unclassified(100);
Otu2321	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Diatrypaceae(100);g__Eutypella(100);s__Eutypella_virescens(100);Eutypella_virescens(100);
Otu2322	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Ajellomycetaceae(100);g__Ajellomyces(100);s__Ajellomyces_crescens(100);Ajellomyces_crescens(100);
Otu2323	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Gamsia(100);g__Gamsia_unclassified(100);g__Gamsia_unclassified(100);
Otu2324	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Gamsia(100);g__Gamsia_unclassified(100);g__Gamsia_unclassified(100);
Otu2325	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Arthrodermataceae(100);g__Trichophyton(100);s__Trichophyton_onychocola(100);Trichophyton_onychocola(100);
Otu2326	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu2327	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);f__Clavicipitaceae_unclassified(100);f__Clavicipitaceae_unclassified(100);f__Clavicipitaceae_unclassified(100);
Otu2328	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);g__Fusarium_unclassified(100);g__Fusarium_unclassified(100);
Otu2329	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_sp(100);Oidiodendron(100);
Otu2330	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Xylariaceae(100);g__Rosellinia(100);s__Rosellinia_quercina(100);Rosellinia_quercina(100);
Otu2331	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Calcarisporium(100);s__Calcarisporium_sp(100);Calcarisporium(100);
Otu2332	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Microcera(100);s__Microcera_sp(100);Microcera(100);
Otu2333	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusicolla(100);s__Fusicolla_aquaeductuum(100);Fusicolla_aquaeductuum(100);
Otu2334	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusicolla(100);s__Fusicolla_merismoides(100);Fusicolla_merismoides(100);
Otu2335	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2336	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Stylonectria(100);s__Stylonectria_norvegica(100);Stylonectria_norvegica(100);
Otu2337	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu2338	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2339	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Pochonia(100);s__Pochonia_sp(100);Pochonia(100);
Otu2340	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Chaetosphaeriales(100);f__Chaetosphaeriaceae(100);g__Dinemasporium(100);s__Dinemasporium_morbidum(100);Dinemasporium_morbidum(100);
Otu2341	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu2342	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2343	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreaceae(100);g__Sepedonium(100);s__Sepedonium_chrysospermum_var._paxilli(100);Sepedonium_chrysospermum_var._paxilli(100);
Otu2344	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Coniochaetales(100);f__Coniochaetaceae(100);g__Coniochaeta(100);s__Coniochaeta_polymorpha(100);Coniochaeta_polymorpha(100);
Otu2345	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Pochonia(100);s__Pochonia_sp(100);Pochonia(100);
Otu2346	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);g__Cytospora(100);s__Cytospora_ribis(100);Cytospora_ribis(100);
Otu2347	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);g__Leucostoma(100);s__Leucostoma_persoonii(100);Leucostoma_persoonii(100);
Otu2348	1	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Exobasidiales(100);f__Exobasidiaceae(100);g__Exobasidium(100);s__Exobasidium_sp(100);Exobasidium(100);
Otu2349	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_vitellinum(100);Acremonium_vitellinum(100);
Otu2350	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);g__Cytospora(100);g__Cytospora_unclassified(100);g__Cytospora_unclassified(100);
Otu2351	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);g__Fusarium_unclassified(100);g__Fusarium_unclassified(100);
Otu2352	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Cephalothecaceae(100);g__Phialemonium(100);s__Phialemonium_sp(100);Phialemonium(100);
Otu2353	1	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu2354	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu2355	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);f__Hyaloscyphaceae_unclassified(100);f__Hyaloscyphaceae_unclassified(100);f__Hyaloscyphaceae_unclassified(100);
