OTU	Size	Taxonomy
Otu0439	28	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);
Otu0440	27	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Exobasidiales(100);f__Exobasidiaceae(100);g__Exobasidium(100);s__Exobasidium_bisporum(100);Exobasidium_bisporum(100);
Otu0441	27	k__Fungi(100);p__Ascomycota(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);
Otu0442	27	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__unclassified_Myriangiales(100);g__unclassified_Myriangiales(100);s__Myriangiales_sp(100);Myriangiales(100);
Otu0443	27	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(89);c__Lecanoromycetes_unclassified(89);c__Lecanoromycetes_unclassified(89);c__Lecanoromycetes_unclassified(89);c__Lecanoromycetes_unclassified(89);
Otu0444	27	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Parmeliaceae(100);g__Parmeliopsis(100);s__Parmeliopsis_hyperopta(100);Parmeliopsis_hyperopta(100);
Otu0445	27	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);f__Valsaceae_unclassified(67);f__Valsaceae_unclassified(67);f__Valsaceae_unclassified(67);
Otu0446	27	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Neocatenulostroma(100);s__Neocatenulostroma_sp(100);Neocatenulostroma(100);
Otu0447	27	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu0448	27	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(86);o__Helotiales_unclassified(86);o__Helotiales_unclassified(86);o__Helotiales_unclassified(86);
Otu0449	26	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(97);s__Oidiodendron_echinulatum(97);Oidiodendron_echinulatum(97);
Otu0450	26	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricomycetes_ord_Incertae_sedis(100);f__Agaricomycetes_fam_Incertae_sedis(100);g__Xenasmatella(100);s__Xenasmatella_christiansenii(89);Xenasmatella_christiansenii(89);
Otu0451	26	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);f__unclassified_Phaeomoniellales(100);g__unclassified_Phaeomoniellales(100);s__Phaeomoniellales_sp(100);Phaeomoniellales(100);
Otu0452	26	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Bettsia(100);s__Bettsia_alvei(100);Bettsia_alvei(100);
Otu0453	26	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_periconioides(100);Oidiodendron_periconioides(100);
Otu0454	26	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Venturiaceae(100);f__Venturiaceae_unclassified(77);f__Venturiaceae_unclassified(77);f__Venturiaceae_unclassified(77);
Otu0455	26	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0456	25	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu0457	25	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Abrothallales(100);f__Lichenoconiaceae(100);g__Lichenoconium(100);s__Lichenoconium_erodens(100);Lichenoconium_erodens(100);
Otu0458	25	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);g__Penicillium_unclassified(100);g__Penicillium_unclassified(100);
Otu0459	25	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);
Otu0460	25	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliaceae(100);g__Retiarius(100);s__Retiarius_sp(100);Retiarius(100);
Otu0461	25	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Polyporaceae(100);g__Lenzites(100);s__Lenzites_betulina(100);Lenzites_betulina(100);
Otu0462	25	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Abrothallales(100);f__Lichenoconiaceae(100);g__Lichenoconium(100);s__Lichenoconium_erodens(100);Lichenoconium_erodens(100);
Otu0463	25	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Schizoporaceae(100);g__Xylodon(100);s__Xylodon_radula(100);Xylodon_radula(100);
Otu0464	25	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_griseum(100);Oidiodendron_griseum(100);
Otu0465	24	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);f__Pseudeurotiaceae_unclassified(100);f__Pseudeurotiaceae_unclassified(100);f__Pseudeurotiaceae_unclassified(100);
Otu0466	24	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0467	24	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Atheliales(100);f__Atheliaceae(100);f__Atheliaceae_unclassified(96);f__Atheliaceae_unclassified(96);f__Atheliaceae_unclassified(96);
Otu0468	24	k__Fungi(100);k__Fungi_unclassified(63);k__Fungi_unclassified(63);k__Fungi_unclassified(63);k__Fungi_unclassified(63);k__Fungi_unclassified(63);k__Fungi_unclassified(63);k__Fungi_unclassified(63);
Otu0469	23	k__Fungi(100);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);
Otu0470	23	k__Fungi(100);p__Ascomycota(100);c__Taphrinomycetes(100);o__Taphrinales(100);f__Taphrinaceae(100);g__Taphrina(100);s__Taphrina_robinsoniana(100);Taphrina_robinsoniana(100);
Otu0471	23	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(92);o__Tremellales_unclassified(92);o__Tremellales_unclassified(92);o__Tremellales_unclassified(92);
Otu0472	23	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Trechisporales(100);f__Trechisporales_fam_Incertae_sedis(100);g__Sistotremastrum(100);s__Sistotremastrum_sp(96);Sistotremastrum(96);
Otu0473	23	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0474	23	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Chaetothyriaceae(100);g__Ceramothyrium(100);s__Ceramothyrium_carniolicum(83);Ceramothyrium_carniolicum(83);
Otu0475	23	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(96);o__Chaetothyriales_unclassified(96);o__Chaetothyriales_unclassified(96);o__Chaetothyriales_unclassified(96);
Otu0476	23	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_sp(100);Vishniacozyma(100);
Otu0477	23	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Gloeophyllales(100);f__Gloeophyllaceae(100);g__Gloeophyllum(100);s__Gloeophyllum_odoratum(100);Gloeophyllum_odoratum(100);
Otu0478	23	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(96);o__Lecanorales_unclassified(96);o__Lecanorales_unclassified(96);o__Lecanorales_unclassified(96);o__Lecanorales_unclassified(96);
Otu0479	23	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0480	23	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Cladoniaceae(100);g__Cladonia(100);s__Cladonia_fimbriata(96);Cladonia_fimbriata(96);
Otu0481	22	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Sporormiella(100);s__Sporormiella_leporina(100);Sporormiella_leporina(100);
Otu0482	22	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Mycosymbioces(100);g__Mycosymbioces_unclassified(100);g__Mycosymbioces_unclassified(100);
Otu0483	22	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu0484	22	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Talaromyces(100);s__Talaromyces_acaricola(100);Talaromyces_acaricola(100);
Otu0485	22	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(96);o__Helotiales_unclassified(87);o__Helotiales_unclassified(87);o__Helotiales_unclassified(87);o__Helotiales_unclassified(87);
Otu0486	22	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Hymenoscyphus(100);s__Hymenoscyphus_sp(96);Hymenoscyphus(96);
Otu0487	22	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu0488	22	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);g__Trichocladium(64);s__Trichocladium_asperum(64);Trichocladium_asperum(64);
Otu0489	22	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(96);o__Pleosporales_unclassified(96);o__Pleosporales_unclassified(96);o__Pleosporales_unclassified(96);o__Pleosporales_unclassified(96);
Otu0490	22	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);f__Phaeosphaeriaceae_unclassified(100);f__Phaeosphaeriaceae_unclassified(100);f__Phaeosphaeriaceae_unclassified(100);
Otu0491	22	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);
Otu0492	22	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_hypsicladia(100);Mortierella_hypsicladia(100);
Otu0493	22	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Epibryaceae(100);g__Epibryon(100);s__Epibryon_interlamellare(96);Epibryon_interlamellare(96);
Otu0494	22	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Chrysosporium(100);s__Chrysosporium_undulatum(100);Chrysosporium_undulatum(100);
Otu0495	22	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu0496	22	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0497	21	k__Fungi(100);p__Ascomycota(91);c__Eurotiomycetes(91);o__Chaetothyriales(91);f__Chaetothyriaceae(91);g__Ceramothyrium(53);g__Ceramothyrium_unclassified(53);g__Ceramothyrium_unclassified(53);
Otu0498	21	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Lycoperdaceae(100);g__Lycoperdon(100);s__Lycoperdon_pyriforme(100);Lycoperdon_pyriforme(100);
Otu0499	21	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);
Otu0500	21	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(86);p__Ascomycota_unclassified(86);p__Ascomycota_unclassified(86);p__Ascomycota_unclassified(86);p__Ascomycota_unclassified(86);p__Ascomycota_unclassified(86);
Otu0501	21	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Scopulariopsis(100);s__Scopulariopsis_candida(100);Scopulariopsis_candida(100);
Otu0502	21	k__Fungi(100);p__Basidiomycota(100);c__Pucciniomycetes(100);o__Pucciniales(100);f__Melampsoraceae(100);g__unclassified_Melampsoraceae(72);s__Melampsoraceae_sp(72);Melampsoraceae(72);
Otu0503	21	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Pseudogymnoascus(100);s__Pseudogymnoascus_roseus(62);Pseudogymnoascus_roseus(62);
Otu0504	21	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Claussenomyces(100);s__Claussenomyces_sp(100);Claussenomyces(100);
Otu0505	21	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_hyalina(77);Mortierella_hyalina(77);
Otu0506	21	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);f__Sclerotiniaceae_unclassified(100);f__Sclerotiniaceae_unclassified(100);f__Sclerotiniaceae_unclassified(100);
Otu0507	21	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);g__Oidiodendron_unclassified(96);g__Oidiodendron_unclassified(96);
Otu0508	21	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__Calloria(100);s__Calloria_urticae(91);Calloria_urticae(91);
Otu0509	21	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);
Otu0510	20	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Tetracladium(100);g__Tetracladium_unclassified(100);g__Tetracladium_unclassified(100);
Otu0511	20	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Hymenochaetales_fam_Incertae_sedis(100);g__Peniophorella(100);s__Peniophorella_praetermissa(100);Peniophorella_praetermissa(100);
Otu0512	20	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);
Otu0513	20	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__Neofabraea(100);g__Neofabraea_unclassified(100);g__Neofabraea_unclassified(100);
Otu0514	20	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0515	20	k__Fungi(100);p__Ascomycota(100);c__Arthoniomycetes(95);o__Lichenostigmatales(90);f__unclassified_Lichenostigmatales(90);g__unclassified_Lichenostigmatales(90);s__Lichenostigmatales_sp(90);Lichenostigmatales(90);
Otu0516	20	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Connersia(100);s__Connersia_rilstonei(90);Connersia_rilstonei(90);
Otu0517	20	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0518	20	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Preussia(100);s__Preussia_tetramera(100);Preussia_tetramera(100);
Otu0519	20	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Xerombrophila(100);s__Xerombrophila_crystallifera(100);Xerombrophila_crystallifera(100);
Otu0520	20	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Cyathicula(100);s__Cyathicula_amenti(100);Cyathicula_amenti(100);
Otu0521	20	k__Fungi(100);p__Basidiomycota(80);p__Basidiomycota_unclassified(80);p__Basidiomycota_unclassified(80);p__Basidiomycota_unclassified(80);p__Basidiomycota_unclassified(80);p__Basidiomycota_unclassified(80);p__Basidiomycota_unclassified(80);
Otu0522	20	k__Fungi(100);p__Ascomycota(90);p__Ascomycota_unclassified(90);p__Ascomycota_unclassified(90);p__Ascomycota_unclassified(90);p__Ascomycota_unclassified(90);p__Ascomycota_unclassified(90);p__Ascomycota_unclassified(90);
Otu0523	20	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(100);g__Endosporium(100);s__Endosporium_sp(100);Endosporium(100);
Otu0524	20	k__Fungi(100);p__Ascomycota(100);c__Arthoniomycetes(100);o__Lichenostigmatales(100);f__Phaeococcomycetaceae(100);g__Phaeococcomyces(100);s__Phaeococcomyces_eucalypti(100);Phaeococcomyces_eucalypti(100);
Otu0525	20	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Rachicladosporium(100);g__Rachicladosporium_unclassified(80);g__Rachicladosporium_unclassified(80);
Otu0526	20	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0527	19	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Auriculariales(100);f__Exidiaceae(100);g__Exidia(100);s__Exidia_glandulosa(100);Exidia_glandulosa(100);
Otu0528	19	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_pseudozygospora(100);Mortierella_pseudozygospora(100);
Otu0529	19	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Amphisphaeriaceae(100);g__Synnemapestaloides(100);s__Synnemapestaloides_sp(100);Synnemapestaloides(100);
Otu0530	19	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(90);o__Orbiliales(90);f__Orbiliaceae(90);g__Retiarius(74);s__Retiarius_sp(74);Retiarius(74);
Otu0531	19	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(90);s__Oidiodendron_pilicola(58);Oidiodendron_pilicola(58);
Otu0532	19	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(64);f__Herpotrichiellaceae_unclassified(64);f__Herpotrichiellaceae_unclassified(64);f__Herpotrichiellaceae_unclassified(64);
Otu0533	19	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(79);o__Naohideales(79);f__Naohideaceae(79);g__Naohidea(79);s__Naohidea_sebacea(79);Naohidea_sebacea(79);
Otu0534	19	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(100);g__Endosporium(100);s__Endosporium_sp(100);Endosporium(100);
Otu0535	19	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);f__Pseudeurotiaceae_unclassified(79);f__Pseudeurotiaceae_unclassified(79);f__Pseudeurotiaceae_unclassified(79);
Otu0536	19	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Rhytismatales(100);f__Rhytismataceae(100);g__Lophodermium(100);s__Lophodermium_piceae(100);Lophodermium_piceae(100);
Otu0537	18	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);g__Botryotrichum(84);s__Botryotrichum_murorum(78);Botryotrichum_murorum(78);
Otu0538	18	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(95);o__Myriangiales_unclassified(89);o__Myriangiales_unclassified(89);o__Myriangiales_unclassified(89);o__Myriangiales_unclassified(89);
Otu0539	18	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);g__Oidiodendron_unclassified(78);g__Oidiodendron_unclassified(78);
Otu0540	18	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Micareaceae(100);g__Micarea(100);s__Micarea_czarnotae(100);Micarea_czarnotae(100);
Otu0541	18	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Piskurozymaceae(100);g__Piskurozyma(100);s__Piskurozyma_sp(95);Piskurozyma(95);
Otu0542	18	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Setomelanomma(100);s__Setomelanomma_holmii(100);Setomelanomma_holmii(100);
Otu0543	18	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Collophora(100);s__Collophora_sp(100);Collophora(100);
Otu0544	18	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Phaeotremellaceae(100);g__Phaeotremella(100);s__Phaeotremella_sp(100);Phaeotremella(100);
Otu0545	18	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(84);o__Chaetothyriales_unclassified(84);o__Chaetothyriales_unclassified(84);o__Chaetothyriales_unclassified(84);
Otu0546	18	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Knufia(100);s__Knufia_cryptophialidica(78);Knufia_cryptophialidica(78);
Otu0547	18	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Cuniculitremaceae(100);g__Kockovaella(95);s__Kockovaella_sp(89);Kockovaella(89);
Otu0548	18	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(95);o__Chaetothyriales_unclassified(95);o__Chaetothyriales_unclassified(95);o__Chaetothyriales_unclassified(95);o__Chaetothyriales_unclassified(95);
Otu0549	18	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);s__Dioszegia_fristingensis(100);Dioszegia_fristingensis(100);
Otu0550	18	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu0551	18	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Mycocaliciales(100);f__Mycocaliciaceae(100);g__Chaenothecopsis(95);s__Chaenothecopsis_sp(95);Chaenothecopsis(95);
Otu0552	18	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);
Otu0553	18	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_sp(100);Mortierella(100);
Otu0554	17	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0555	17	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(89);c__Dothideomycetes_unclassified(89);c__Dothideomycetes_unclassified(89);c__Dothideomycetes_unclassified(89);c__Dothideomycetes_unclassified(89);
Otu0556	17	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Pragmopora(100);s__Pragmopora_sp(100);Pragmopora(100);
Otu0557	17	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Rachicladosporium(100);s__Rachicladosporium_inconspicuum(100);Rachicladosporium_inconspicuum(100);
Otu0558	17	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu0559	17	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Hymenochaetaceae(100);g__Phellinus(100);s__Phellinus_igniarius(100);Phellinus_igniarius(100);
